Date,Open,High,Low,Close,Adj Close,Volume
2021-03-03,18.780001,19.000000,17.100000,17.219999,17.219999,7175500
2021-03-04,17.299999,17.580000,14.750000,16.059999,16.059999,15322900
2021-03-05,16.410000,17.879999,13.140000,17.719999,17.719999,18226600
2021-03-08,16.840000,17.700001,15.760000,16.110001,16.110001,7871800
2021-03-09,17.250000,18.389999,16.549999,17.480000,17.480000,8573200
2021-03-10,18.280001,19.480000,17.799999,19.059999,19.059999,7508200
2021-03-11,19.500000,19.820000,18.700001,19.360001,19.360001,4959600
2021-03-12,18.379999,19.290001,18.139999,19.020000,19.020000,2859100
2021-03-15,19.020000,19.580000,18.469999,19.480000,19.480000,3515900
2021-03-16,19.270000,19.480000,18.010000,18.450001,18.450001,3023700
2021-03-17,17.610001,19.355000,17.500000,19.150000,19.150000,3651400
2021-03-18,18.500000,19.100000,18.049999,18.139999,18.139999,2999200
2021-03-19,17.770000,18.430000,17.059999,18.250000,18.250000,3667400
2021-03-22,18.280001,18.490000,17.820000,18.270000,18.270000,2317000
2021-03-23,17.959999,18.180000,17.270000,17.900000,17.900000,2939000
2021-03-24,17.559999,17.819000,16.250000,16.480000,16.480000,4642100
2021-03-25,15.700000,16.790001,15.110000,16.629999,16.629999,5364400
2021-03-26,17.139999,17.719999,16.520000,17.100000,17.100000,4598700
2021-03-29,16.980000,17.090000,16.219999,16.440001,16.440001,2827900
2021-03-30,16.270000,17.219999,15.900000,16.500000,16.500000,2634400
2021-03-31,16.969999,17.360001,16.680000,17.150000,17.150000,2665300
2021-04-01,17.510000,17.639999,16.910000,17.270000,17.270000,2322600
2021-04-05,17.740000,17.840000,16.660000,16.719999,16.719999,2506600
2021-04-06,16.510000,17.302999,16.500000,17.260000,17.260000,1849500
2021-04-07,17.250000,17.370001,16.900000,17.200001,17.200001,1988100
2021-04-08,17.030001,18.639999,17.020000,18.139999,18.139999,2527700
2021-04-09,17.959999,18.260000,17.600000,17.770000,17.770000,1655000
2021-04-12,17.870001,17.959999,16.850000,17.000000,17.000000,2309300
2021-04-13,16.660000,17.049999,16.510000,16.830000,16.830000,2235000
2021-04-14,16.940001,17.240000,16.459999,16.680000,16.680000,2418200
2021-04-15,16.750000,16.870001,16.230000,16.280001,16.280001,2088900
2021-04-16,16.139999,16.440001,15.930000,16.320000,16.320000,2167000
2021-04-19,16.040001,16.120001,15.160000,15.390000,15.390000,3816600
2021-04-20,15.500000,15.840000,14.740000,14.870000,14.870000,3430900
2021-04-21,14.850000,15.780000,14.700000,15.210000,15.210000,3494000
2021-04-22,15.940000,16.469999,15.400000,15.840000,15.840000,3141200
2021-04-23,16.389999,16.629999,15.620000,16.170000,16.170000,3029400
2021-04-26,16.480000,16.870001,16.020000,16.680000,16.680000,1964800
2021-04-27,17.150000,17.549999,16.750000,17.400000,17.400000,2583000
2021-04-28,17.250000,17.700001,17.059999,17.549999,17.549999,1771200
2021-04-29,17.870001,17.870001,16.815001,17.430000,17.430000,2095200
2021-04-30,17.000000,17.370001,16.940001,17.000000,17.000000,1385100
2021-05-03,17.000000,17.150000,16.180000,16.370001,16.370001,1636500
2021-05-04,16.190001,16.400000,15.710000,16.170000,16.170000,1985800
2021-05-05,16.240000,16.299999,15.480000,15.540000,15.540000,290200
2021-05-06,15.500000,15.559000,14.900000,15.000000,15.000000,2630300
2021-05-07,15.200000,16.988001,14.870000,16.510000,16.510000,5987800
2021-05-10,17.400000,17.554001,16.270000,16.370001,16.370001,4997000
2021-05-11,15.150000,16.330000,15.080000,15.170000,15.170000,5043000
2021-05-12,15.130000,15.550000,14.900000,15.050000,15.050000,4218100
2021-05-13,15.200000,15.450000,14.140000,14.610000,14.610000,3765200
2021-05-14,14.960000,15.490000,14.620000,14.940000,14.940000,2838700
2021-05-17,15.020000,15.900000,14.950000,15.480000,15.480000,2563400
2021-05-18,16.000000,17.400000,15.800000,16.799999,16.799999,5163700
2021-05-19,16.309999,17.740000,16.200001,17.430000,17.430000,4685700
2021-05-20,17.750000,18.750000,17.750000,18.400000,18.400000,5498600
2021-05-21,18.700001,18.850000,18.280001,18.780001,18.780001,3054800
2021-05-24,19.000000,20.080000,18.870001,19.780001,19.780001,5276200
2021-05-25,20.500000,21.799999,19.840000,20.180000,20.180000,9338500
2021-05-26,20.040001,20.280001,19.010000,19.900000,19.900000,6073300
2021-05-27,19.879999,20.040001,19.250000,19.790001,19.790001,4097900
2021-05-28,19.770000,20.650000,19.299999,20.150000,20.150000,5370500
2021-06-01,21.974001,22.900000,20.430000,22.650000,22.650000,9159400
2021-06-02,23.660000,24.950001,22.650000,23.209999,23.209999,14678900
2021-06-03,22.840000,23.500000,22.350000,22.680000,22.680000,5879000
2021-06-04,22.871000,22.871000,20.000000,20.820000,20.820000,13434200
2021-06-07,20.702999,21.466000,20.309999,21.209999,21.209999,4755400
2021-06-08,21.020000,24.200001,20.650000,23.889999,23.889999,11306900
2021-06-09,24.250000,24.459999,22.230000,22.709999,22.709999,9407300
2021-06-10,22.830000,23.400000,21.430000,23.020000,23.020000,6526500
2021-06-11,23.100000,23.299999,22.158001,22.400000,22.400000,2769400
2021-06-14,22.250000,22.580000,21.389999,21.820000,21.820000,4099800
2021-06-15,21.590000,21.680000,20.690001,20.799999,20.799999,3531200
2021-06-16,21.209999,22.639999,21.100000,21.830000,21.830000,9596000
2021-06-17,22.000000,23.270000,21.400000,22.700001,22.700001,7359600
2021-06-18,22.719999,23.680000,22.219999,23.040001,23.040001,5991500
2021-06-21,22.820000,23.200001,22.219999,22.510000,22.510000,3590300
2021-06-22,22.660000,22.820000,21.090000,21.200001,21.200001,6586300
2021-06-23,21.330000,21.700001,20.900000,21.400000,21.400000,5328500
2021-06-24,21.520000,21.650000,20.809999,20.870001,20.870001,6475100
2021-06-25,19.770000,19.900000,18.500000,18.500000,18.500000,36679200
2021-06-28,18.170000,19.969999,17.650000,19.260000,19.260000,56821000
2021-06-29,20.520000,20.990000,18.639999,18.870001,18.870001,57158300
2021-06-30,19.326000,19.799999,19.000000,19.170000,19.170000,27479600
2021-07-01,19.230000,19.240000,18.160000,18.250000,18.250000,19839100
2021-07-02,18.275000,18.580000,17.750000,18.080000,18.080000,25687900
2021-07-06,18.084999,18.084999,17.219999,17.350000,17.350000,20245500
2021-07-07,17.559999,17.580000,16.799999,16.940001,16.940001,17530000
2021-07-08,16.299999,16.799999,16.100000,16.620001,16.620001,18443700
2021-07-09,16.920000,17.299999,16.430000,16.450001,16.450001,17663000
2021-07-12,16.510000,16.840000,16.219999,16.420000,16.420000,14071000
2021-07-13,16.379999,16.620001,15.800000,16.000000,16.000000,16623000
2021-07-14,16.049000,16.215000,15.370000,15.520000,15.520000,19069000
2021-07-15,15.620000,16.420000,15.450000,15.990000,15.990000,16186000
2021-07-16,16.100000,16.190001,15.220000,15.300000,15.300000,14214600
2021-07-19,15.000000,15.530000,14.870000,15.170000,15.170000,14780900
2021-07-20,15.180000,15.290000,14.939000,15.060000,15.060000,11683000
2021-07-21,15.140000,16.650000,15.104000,16.559999,16.559999,27892400
2021-07-22,16.490000,16.600000,15.710000,16.049999,16.049999,18833300
2021-07-23,15.890000,16.049000,15.440000,15.700000,15.700000,10370000
2021-07-26,15.760000,16.090000,15.480000,15.510000,15.510000,8994900
2021-07-27,15.490000,15.500000,14.720000,14.920000,14.920000,16735400
2021-07-28,15.120000,15.479000,15.080000,15.370000,15.370000,10131600
2021-07-29,15.875000,16.240000,15.510000,15.600000,15.600000,12748300
2021-07-30,15.355000,15.790000,15.350000,15.440000,15.440000,6653700
2021-08-02,15.580000,16.320000,15.410000,15.730000,15.730000,15097600
2021-08-03,15.770000,16.049000,15.010000,15.110000,15.110000,16166800
2021-08-04,15.230000,16.580000,15.200000,16.389999,16.389999,25718500
2021-08-05,16.605000,16.730000,15.880000,16.059999,16.059999,14501500
2021-08-06,16.059999,16.940001,16.059999,16.709999,16.709999,13993700
2021-08-09,16.990000,17.320000,16.559999,16.910000,16.910000,15571300
2021-08-10,17.020000,17.270000,16.559999,16.990000,16.990000,12830200
2021-08-11,17.160000,17.270000,16.514999,16.900000,16.900000,17104700
2021-08-12,16.969999,17.520000,16.740000,17.459999,17.459999,35861400
2021-08-13,15.350000,15.530000,14.910000,14.990000,14.990000,59983500
2021-08-16,15.005000,15.140000,14.180000,14.290000,14.290000,26155000
2021-08-17,14.080000,14.700000,13.560000,13.750000,13.750000,31925000
2021-08-18,13.980000,14.580000,13.850000,14.220000,14.220000,20754500
2021-08-19,13.990000,14.120000,13.770000,13.820000,13.820000,15576700
2021-08-20,13.980000,14.270000,13.900000,14.040000,14.040000,17618000
2021-08-23,14.265000,14.500000,14.220000,14.430000,14.430000,13277100
2021-08-24,14.480000,14.930000,14.470000,14.760000,14.760000,13649900
2021-08-25,14.800000,15.080000,14.510000,14.850000,14.850000,13785300
2021-08-26,14.763000,14.790000,14.200000,14.360000,14.360000,16743800
2021-08-27,14.310000,14.410000,14.040000,14.040000,14.040000,19756400
2021-08-30,14.179000,14.380000,14.011000,14.190000,14.190000,15445700
2021-08-31,14.180000,14.250000,13.970000,14.180000,14.180000,14530700
2021-09-01,14.143000,14.690000,14.110000,14.570000,14.570000,16856500
2021-09-02,14.600000,15.200000,14.400000,15.060000,15.060000,19534100
2021-09-03,15.020000,15.530000,14.920000,15.160000,15.160000,18793200
2021-09-07,15.500000,16.129999,15.460000,15.840000,15.840000,21664600
2021-09-08,15.810000,16.006001,15.135000,15.470000,15.470000,15621400
2021-09-09,15.310000,15.840000,15.260000,15.690000,15.690000,18395800
2021-09-10,15.770000,15.910000,15.230000,15.290000,15.290000,17029500
2021-09-13,15.330000,15.390000,14.670000,15.010000,15.010000,20253100
2021-09-14,15.022000,15.330000,14.380000,14.500000,14.500000,24475700
2021-09-15,14.840000,15.500000,14.631000,15.450000,15.450000,34832000
2021-09-16,15.471000,15.660000,15.230000,15.500000,15.500000,24121300
2021-09-17,15.520000,15.580000,15.060000,15.090000,15.090000,55126300
2021-09-20,14.580000,14.910000,14.420000,14.570000,14.570000,27954600
2021-09-21,14.620000,15.280000,14.560000,15.170000,15.170000,23601500
2021-09-22,15.860000,17.084999,15.610000,16.840000,16.840000,55383300
2021-09-23,17.200001,17.350000,16.670000,17.139999,17.139999,29369500
2021-09-24,16.860001,17.790001,16.620001,17.639999,17.639999,22923000
2021-09-27,17.660000,18.080000,16.850000,17.700001,17.700001,35517600
2021-09-28,17.400000,17.670000,16.795000,17.040001,17.040001,25569500
2021-09-29,16.350000,17.170000,16.010000,16.010000,16.010000,38323200
2021-09-30,15.900000,16.059999,15.300000,15.880000,15.880000,38688800
2021-10-01,15.880000,16.490000,15.750000,16.450001,16.450001,18850300
2021-10-04,16.290001,16.680000,15.880000,16.090000,16.090000,21849700
2021-10-05,16.145000,16.760000,16.080000,16.250000,16.250000,13941200
2021-10-06,16.000000,16.639999,15.920000,16.620001,16.620001,11896400
2021-10-07,16.937000,17.090000,16.340000,16.400000,16.400000,15267800
2021-10-08,16.527000,16.650000,16.170000,16.209999,16.209999,11054400
2021-10-11,16.900000,18.510000,16.830000,18.389999,18.389999,69669600
2021-10-12,18.170000,19.020000,17.840000,18.969999,18.969999,47239700
2021-10-13,19.000000,19.309999,18.490000,18.920000,18.920000,31335900
2021-10-14,19.799999,19.809999,18.945000,19.620001,19.620001,33917700
2021-10-15,19.559999,19.860001,19.320000,19.379999,19.379999,22190300
2021-10-18,19.180000,21.000000,19.120001,20.850000,20.850000,48421800
2021-10-19,21.040001,21.080000,20.184999,20.219999,20.219999,26292200
2021-10-20,20.365000,21.190001,19.870001,21.049999,21.049999,25757100
2021-10-21,20.889999,21.775000,20.764999,20.990000,20.990000,24771700
2021-10-22,20.860001,21.059999,20.200001,20.580000,20.580000,18994500
2021-10-25,20.620001,21.080000,20.100000,20.690001,20.690001,15053100
2021-10-26,20.945000,20.969999,19.459999,19.959999,19.959999,26725500
2021-10-27,20.000000,20.480000,19.139999,19.250000,19.250000,17585700
2021-10-28,19.555000,20.200001,19.480000,19.910000,19.910000,15070700
2021-10-29,19.799999,20.160000,19.690001,20.090000,20.090000,11538000
2021-11-01,20.530001,22.809999,20.280001,22.620001,22.620001,52780200
2021-11-02,22.670000,22.930000,21.600000,22.680000,22.680000,35482300
2021-11-03,22.670000,23.629999,22.440001,22.959999,22.959999,26468800
2021-11-04,23.180000,23.549999,22.830000,23.290001,23.290001,18496800
2021-11-05,22.889999,23.219000,22.240000,22.570000,22.570000,19635300
2021-11-08,22.629999,23.070000,22.445000,22.740000,22.740000,16884900
2021-11-09,23.139999,23.250000,21.610001,22.139999,22.139999,24573000
2021-11-10,21.139999,21.850000,19.850000,20.420000,20.420000,46108800
2021-11-11,23.990000,24.650000,22.600000,22.969999,22.969999,72680100
2021-11-12,23.170000,23.600000,22.170000,22.760000,22.760000,29275500
2021-11-15,22.975000,24.120001,22.750000,22.920000,22.920000,30384300
2021-11-16,22.600000,22.629999,21.420000,21.670000,21.670000,41386800
2021-11-17,21.850000,22.040001,21.025000,21.120001,21.120001,18998300
2021-11-18,21.200001,21.320000,20.200001,20.570000,20.570000,25447500
2021-11-19,20.110001,21.100000,19.940001,20.370001,20.370001,25321200
2021-11-22,20.520000,20.600000,18.320000,18.750000,18.750000,39766000
2021-11-23,18.534000,18.655001,17.379999,17.809999,17.809999,31341700
2021-11-24,17.450001,18.580000,17.351000,18.330000,18.330000,28778600
2021-11-26,17.875000,18.320000,17.799999,18.209999,18.209999,13253100
2021-11-29,18.580000,18.690001,17.870001,18.430000,18.430000,23366900
2021-11-30,18.250000,18.540001,17.129999,17.200001,17.200001,67190100
2021-12-01,17.412001,17.910000,16.230000,16.389999,16.389999,34471500
2021-12-02,16.410000,16.625000,15.960000,16.430000,16.430000,27033800
2021-12-03,16.430000,16.440001,14.620000,15.190000,15.190000,64350700
2021-12-06,15.060000,15.840000,14.500000,15.720000,15.720000,34134800
2021-12-07,16.139999,16.719999,16.120001,16.620001,16.620001,30846600
2021-12-08,16.790001,17.165001,16.250000,16.940001,16.940001,25262600
2021-12-09,16.660000,16.910000,15.550000,15.660000,15.660000,32398900
2021-12-10,15.790000,15.870000,14.870000,15.010000,15.010000,41344200
2021-12-13,14.890000,15.250000,14.020000,14.580000,14.580000,40507500
2021-12-14,14.270000,14.720000,14.160000,14.480000,14.480000,26707800
2021-12-15,14.440000,15.280000,14.030000,15.160000,15.160000,33540400
2021-12-16,15.356000,15.440000,14.180000,14.270000,14.270000,43018000
2021-12-17,14.080000,14.770000,13.660000,14.650000,14.650000,44408700
2021-12-20,14.480000,15.210000,14.280000,14.590000,14.590000,31658600
2021-12-21,14.870000,15.170000,14.720000,14.970000,14.970000,27695600
2021-12-22,14.860000,15.370000,14.730000,14.990000,14.990000,24332100
2021-12-23,14.981000,15.190000,14.730000,15.090000,15.090000,19824000
2021-12-27,15.110000,15.490000,14.850000,15.390000,15.390000,19826700
2021-12-28,15.280000,15.490000,14.670000,14.850000,14.850000,24049700
2021-12-29,14.831000,14.833000,14.180000,14.470000,14.470000,20899600
2021-12-30,14.505000,16.350000,14.500000,15.950000,15.950000,41348700
2021-12-31,15.925000,16.490000,15.740000,15.810000,15.810000,30798200
2022-01-03,16.100000,16.129999,15.450000,15.680000,15.680000,27500900
2022-01-04,15.610000,15.861000,14.590000,15.050000,15.050000,34175900
2022-01-05,14.880000,15.230000,14.040000,14.100000,14.100000,35103100
2022-01-06,14.016000,14.270000,13.010000,13.780000,13.780000,46269400
2022-01-07,13.821000,14.400000,13.620000,13.740000,13.740000,28716200
2022-01-10,13.455000,13.490000,12.820000,13.370000,13.370000,37040300
2022-01-11,13.295000,14.140000,13.250000,13.940000,13.940000,24517400
2022-01-12,14.300000,14.420000,13.750000,13.860000,13.860000,24842400
2022-01-13,14.000000,14.040000,13.055000,13.090000,13.090000,29900800
2022-01-14,12.952000,13.320000,12.660000,13.200000,13.200000,32460700
2022-01-18,12.800000,13.110000,12.020000,12.060000,12.060000,50314700
2022-01-19,14.370000,14.390000,13.370000,13.710000,13.710000,186755800
2022-01-20,14.270000,16.469999,14.010000,15.000000,15.000000,268936000
2022-01-21,14.985000,14.985000,13.640000,13.890000,13.890000,135687400
2022-01-24,13.010000,13.350000,11.830000,13.300000,13.300000,136949000
2022-01-25,12.746000,13.450000,12.580000,12.760000,12.760000,72818300
2022-01-26,13.140000,13.860000,12.450000,12.580000,12.580000,83654000
2022-01-27,12.720000,12.790000,11.270000,11.360000,11.360000,83981800
2022-01-28,11.340000,11.340000,10.510000,11.100000,11.100000,78767700
2022-01-31,11.200000,12.495000,11.050000,12.480000,12.480000,73077100
2022-02-01,12.682000,13.550000,12.370000,13.270000,13.270000,89022400
2022-02-02,13.030000,13.060000,11.900000,12.160000,12.160000,73581200
2022-02-03,11.770000,12.220000,11.380000,11.570000,11.570000,55485600
2022-02-04,11.540000,12.075000,11.160000,11.890000,11.890000,46870800
2022-02-07,11.932000,12.400000,11.662000,11.720000,11.720000,37906200
2022-02-08,11.720000,12.150000,11.530000,12.130000,12.130000,32936100
2022-02-09,12.410000,12.990000,12.190000,12.860000,12.860000,47536700
2022-02-10,12.425000,13.410000,12.290000,12.390000,12.390000,57391400
2022-02-11,12.725000,13.250000,12.290000,12.400000,12.400000,76947100
2022-02-14,12.588000,12.870000,11.920000,12.000000,12.000000,73358600
2022-02-15,12.260000,12.637000,11.970000,12.580000,12.580000,51170300
2022-02-16,12.610000,13.280000,12.603000,13.080000,13.080000,58488200
2022-02-17,12.910000,13.170000,12.150000,12.180000,12.180000,44690000
2022-02-18,12.174000,12.230000,11.170000,11.390000,11.390000,59994500
2022-02-22,11.030000,11.160000,10.190000,10.260000,10.260000,76018700
2022-02-23,10.679000,10.690000,9.820000,9.820000,9.820000,62010000
2022-02-24,8.860000,10.380000,8.820000,10.330000,10.330000,76026500
2022-02-25,10.470000,10.720000,9.970000,10.670000,10.670000,46588100
2022-02-28,10.680000,11.760000,10.670000,11.450000,11.450000,64380500
2022-03-01,11.960000,11.980000,11.200000,11.200000,11.200000,107850300
2022-03-02,12.950000,13.000000,11.510000,11.580000,11.580000,147527000
2022-03-03,11.490000,11.510000,10.614000,10.690000,10.690000,70875700
2022-03-04,10.642000,11.010000,9.920000,10.000000,10.000000,63130700
2022-03-07,9.975000,10.220000,9.590000,9.620000,9.620000,54287700
2022-03-08,9.510000,10.089000,9.280000,9.720000,9.720000,50878200
2022-03-09,9.960000,10.090000,9.645000,9.870000,9.870000,53891100
2022-03-10,9.710000,9.820000,9.180000,9.410000,9.410000,47638400
2022-03-11,9.510000,9.537000,8.520000,8.550000,8.550000,71568500
2022-03-14,8.450000,8.450000,7.735000,7.930000,7.930000,75632700
2022-03-15,7.960000,8.290000,7.790000,8.200000,8.200000,52317400
2022-03-16,8.080000,8.760000,8.050000,8.570000,8.570000,84406700
2022-03-17,8.550000,9.080000,8.380000,8.910000,8.910000,67654100
2022-03-18,8.920000,9.975000,8.820000,9.870000,9.870000,66667100
2022-03-21,9.820000,9.930000,9.330000,9.570000,9.570000,39791700
2022-03-22,9.560000,10.060000,9.250000,9.720000,9.720000,56998400
2022-03-23,9.600000,9.780000,9.325000,9.370000,9.370000,38946300
2022-03-24,9.400000,9.509000,9.070000,9.470000,9.470000,30175800
2022-03-25,9.420000,9.420000,8.910000,9.010000,9.010000,42524700
2022-03-28,9.030000,9.280000,8.840000,9.250000,9.250000,33300900
2022-03-29,9.250000,10.210000,9.220000,10.140000,10.140000,72805100
2022-03-30,10.030000,10.570000,9.632000,9.770000,9.770000,59785700
2022-03-31,9.820000,9.870000,9.420000,9.450000,9.450000,33702800
2022-04-01,9.470000,9.620000,9.210000,9.330000,9.330000,29578600
2022-04-04,9.420000,10.030000,9.400000,9.770000,9.770000,34363300
2022-04-05,9.830000,10.095000,9.090000,9.120000,9.120000,47197100
2022-04-06,8.980000,9.030000,8.460000,8.750000,8.750000,56769400
2022-04-07,8.275000,8.385000,7.640000,8.120000,8.120000,109248300
2022-04-08,8.070000,8.100000,7.780000,7.870000,7.870000,38941000
2022-04-11,7.700000,7.930000,7.560000,7.720000,7.720000,37461600
2022-04-12,7.810000,8.090000,7.370000,7.480000,7.480000,58650300
2022-04-13,7.450000,7.680000,7.240000,7.610000,7.610000,39309500
2022-04-14,7.660000,7.660000,7.220000,7.260000,7.260000,42017600
2022-04-18,7.260000,7.315000,6.970000,7.130000,7.130000,50207800
2022-04-19,7.110000,7.580000,7.050000,7.410000,7.410000,39488900
2022-04-20,7.360000,7.360000,6.930000,6.950000,6.950000,56574300
2022-04-21,7.030000,7.110000,6.480000,6.600000,6.600000,66530900
2022-04-22,6.600000,6.680000,6.320000,6.390000,6.390000,45440600
